30344,23168,11782,9379,57236,56459,34793,24920,58354,2410,38875,59152,8582,18468,23860,46002,52030,33077,17732,49199,1491,46400,35832,54918,43093,12479,30643,11978,51093,51150,55257,32550,8779,31948,38359,37081,9869,36601,10957,30429,16291,30006,31486,46352,31626,25386,47898,32446,21911,58802,40691,32800,50223,41973,13098,34470,33007,23763,53078,5623,34000,46402,36996,12683,14400,51025,37642,43697,5278
16915,4779,52164,52186,22241,59720,34228,54765,13932,41923,29335,56999,28682,50402,35715,10201,49433,30365,30861,536,50209,37796,49287,39117,51933,47,29402,49544,29085,13528,17400,41060,24198,45350,31315,18382,21158,46721,59827,30823,49662,5080,5468,56845,49745,49873,27052,52519,27815,50847,25348,7577,11215,28951,43965,8049,57674,7781,9495,48687,34880,7591,4697,33711,59954,37823,625,57004,10150
27866,58156,55410,46576,27859,2588,13309,52830,33737,10050,22923,36484,35529,57172,8015,50367,1209,50549,38097,31457,4182,54588,53596,45770,34754,25367,7153,31047,23520,25986,42473,45329,42392,8236,2963,32501,48559,29880,29353,41146,53635,19636,22908,17068,46555,31439,12115,57023,36197,7856,57146,18549,49513,38261,35450,15657,9463,10748,25111,56136,14051,9009,39727,18938,7312,36081,15210,4222,10351
44757,2022,51682,8477,53523,30714,47701,16152,7560,51998,8631,41499,24173,13123,44902,1941,42827,50903,37733,50405,15073,46574,19460,32865,7700,4704,13909,28522,1978,30804,47210,12379,14616,27400,17542,51080,37143,1028,639,8250,20460,50898,39660,35829,50395,11516,30509,56809,54943,18578,46857,57112,52627,27111,25175,45167,6820,54711,19991,43900,2824,10350,38146,57568,36202,17869,387,6847,26388
43485,26852,54611,50947,8421,43954,23735,24277,18562,8079,20670,27869,8139,15041,9789,41066,53848,45349,39173,56036,24228,55959,40248,1592,58781,28723,35400,34750,35403,38321,58626,23275,42415,12089,28980,20779,49659,28256,135,39565,28572,44820,4261,53914,36268,3972,12731,36515,54997,10153,7114,32199,28492,16658,53841,25207,2490,11849,2627,24800,28995,35643,47135,18506,1500,32880,27952,49647,15192
30513,39918,41163,55609,12294,13886,38748,18223,26784,42039,8111,56874,19373,52812,23104,54627,58644,11317,22322,10841,30050,28498,35409,39280,31143,28968,43861,28705,18310,12488,47226,41147,26613,39813,33143,45966,13011,18506,31631,27584,52197,19482,25036,23296,954,38422,28072,38607,29937,12418,10595,47065,12782,2830,52134,39909,16327,46257,39671,56309,42181,49357,18802,33322,45000,41842,5603,28094,20668
47714,9662,26424,36686,5829,53525,15359,21976,34061,9990,35434,30050,56460,23523,366,52229,33113,15663,41100,43555,36204,48539,55981,55004,23238,6845,37333,19125,44290,38979,2001,7619,3973,57207,10402,8622,59145,19879,48924,9576,42787,16689,13676,13957,29615,30680,44246,49932,10208,5439,41217,30268,1339,48362,15626,17354,42730,20103,44918,27518,41274,19247,54553,45599,13077,50743,16875,195,55209
58640,40502,18144,57938,27000,52028,5256,5012,37445,41919,3686,50802,50713,40650,7794,37615,46891,21101,11411,20288,12142,46550,42036,47923,58952,10379,36459,41158,32316,56486,31245,50789,51520,53286,54332,9224,45735,27071,26406,32967,39408,7856,54400,39323,29431,54751,24055,24198,27854,57086,11539,55779,1759,22963,33591,20018,39196,39720,27698,32676,56007,12938,49520,5287,41550,20589,7527,224,39353
37262,39755,42537,2957,18327,53985,1557,52056,42471,18274,36343,43254,20746,2249,47676,54555,41966,50297,38441,26719,4031,42592,15723,9233,42634,24308,14854,30459,55764,31772,59182,52854,34028,44854,5215,52988,47798,59360,24872,6945,24605,41129,18946,43565,50529,6645,14598,7970,34382,29303,386,23960,14328,19226,38926,23414,35724,35659,9824,34805,30229,16819,47719,43460,45150,3028,41812,3012,16623
22528,44814,37720,37386,29314,51724,20846,57992,26586,33869,2471,18980,45286,55648,20147,58468,17023,27101,47734,32985,27561,57910,58537,22488,12727,55383,18827,54526,26649,33789,3266,39232,3363,27011,13803,13372,19623,57261,23197,19470,5990,58828,8527,23653,59671,49374,55386,11462,33985,38050,58556,23442,27226,28244,8816,18301,29493,26961,57489,54717,42421,10275,24734,56408,54018,7839,54160,5304,52325
50559,5921,27904,21381,15252,45864,26609,31219,32346,58214,33648,54320,1199,52666,50516,25606,58580,15708,46908,58005,7345,58861,22354,36269,12350,39789,4395,21397,59465,59550,20218,13328,19830,35346,41131,48394,51712,9156,45395,30526,56486,25067,53133,24885,15696,4301,2309,5340,14149,49193,33162,56626,50313,52502,27962,7022,23760,40303,50744,32261,21285,57935,38629,42010,23819,34080,8148,50364,21708
39307,23798,49432,16704,47197,9311,33887,34231,24453,56424,52067,20781,37101,43392,53117,21800,27628,8505,40474,18086,22743,43563,53884,46272,50146,15602,43834,49508,46473,16599,48593,55681,1713,53931,36686,54685,13568,22523,1015,28904,57050,4778,32469,21750,18811,32732,11721,52313,24877,10549,18010,27615,59160,35047,6276,12090,12263,34429,8353,21817,58711,41760,29958,46228,29883,41744,50359,53486,28018
46254,7236,47133,34407,37077,2381,30711,54840,35391,45812,8270,40782,53532,25932,5262,12505,52206,24911,6733,31254,51261,4906,15423,17361,48641,20784,32332,12030,26627,13109,58564,15622,10038,42702,25064,13938,57141,44177,21907,35438,46735,45190,27775,8959,55639,47722,36127,54036,1452,35419,38259,44971,25371,9977,22536,54741,38714,54171,14040,41462,23434,22886,5752,42039,31748,2246,9807,48451,44777
57842,13442,55357,37434,40273,43983,39313,46924,32635,12915,53249,7322,55626,42975,41643,37417,58548,46887,46111,56913,44773,44202,15489,57043,30286,40611,1346,846,23021,1213,59836,9052,18773,2406,53286,57965,12415,47842,38422,35918,14536,50534,48444,16426,2884,2799,54047,45035,32614,29049,42227,34111,8540,10915,12161,51870,53479,57068,28062,36215,25187,22302,50460,10692,49002,52423,5518,57103,12611
52988,11921,58990,34100,13601,24140,34616,3845,11273,43860,38592,44153,47877,39356,29003,41832,40763,59064,18250,20422,54689,59073,35978,17249,2480,45260,542,8422,46627,49520,15197,3322,58435,39590,55261,36191,53245,28905,53802,26941,28250,46373,42779,13137,15693,37267,40143,9119,33557,52137,34882,2378,8241,42364,24830,12668,48140,59856,49076,23765,12962,22071,28300,7205,41269,1374,13709,49251,2533
54190,19323,57336,39015,51632,24442,10687,22246,18566,32786,35406,13225,20293,45189,51010,35857,52563,39460,46104,42673,52531,30813,34889,47097,58458,1936,34623,33054,48800,38849,35439,6342,8780,42252,2896,18354,15120,21657,7858,27795,34542,21641,44911,49533,31792,42501,39797,28914,43243,40797,19986,10801,46441,59841,54629,45413,23550,28819,43337,56642,37420,59754,36691,49392,34901,21453,34995,33401,53157
44393,40216,33728,16688,49214,29905,43551,1007,34314,20382,14625,11877,51400,8924,34851,23043,57551,46095,25913,896,17969,35606,45851,34345,55962,57470,57309,22359,51583,15911,5626,27938,51744,44883,45203,42798,36021,50753,22471,39446,123,59416,45964,47300,48605,38899,23231,8151,37878,32495,30050,44043,16900,19215,35844,17301,22904,46515,38461,34296,27730,54248,48475,53617,32749,51656,23391,15065,40452
18020,3524,53346,17570,35084,55481,14997,47150,1076,50527,17506,934,17612,32777,13590,54585,30547,22253,488,17488,14887,45276,47894,45896,4950,5425,3614,40938,5767,17254,12423,58642,34828,10654,54819,29431,35623,44709,12215,58160,6300,1550,23602,43774,10435,25875,19894,20321,10488,50229,8453,2457,42253,55852,43975,34848,49849,11603,56756,23812,57804,46352,47624,47087,1473,51570,49351,52702,33232
25325,24094,6194,53809,25116,25392,13364,11577,32629,42032,16151,44227,27236,22410,47618,28885,9457,8541,16648,49480,44134,37461,26491,24597,18282,10896,38643,18871,15779,55704,29350,26058,28773,20578,39715,34953,45939,50687,36426,16811,29656,31630,22763,4727,9276,24355,43026,42055,8213,13571,48248,5902,5912,54702,56420,37376,22521,24323,42051,16514,13207,28899,14265,45629,12624,3623,32054,54048,38299
14062,42227,15222,56036,30143,11771,36037,7060,23989,23465,42955,8861,11859,45534,11855,45534,52631,17398,53255,41625,37805,39381,15045,5083,37396,43893,14175,18725,34958,23850,28143,27397,13883,9695,44535,405,34457,17565,51246,54825,40981,22458,9711,20061,47835,22404,35927,6653,56398,55565,33329,1154,31776,20858,46918,9147,3151,57262,27500,14910,11204,4643,37876,34443,35841,43667,46554,11103,31451
53171,59657,51170,56551,18877,18590,38333,31394,11614,49465,41362,8222,51382,45546,45686,47317,8448,44608,56872,7737,34152,58942,51789,56700,44944,3433,25463,13564,12031,27438,2382,17173,29745,52329,31858,56341,14601,645,24814,42276,31507,50661,41774,26841,31824,146,25449,23504,57748,4134,16070,45466,16751,33011,28500,5203,16139,38786,43552,32230,47490,59741,57422,58877,30596,41014,27797,27178,42772
39247,25980,55795,59492,28841,17579,22294,53624,39166,10433,17968,51997,10374,42438,37144,22067,47615,29467,33727,20096,33159,14385,55475,42661,474,58027,15394,30549,53755,59062,47758,16362,6793,33210,12244,35879,14352,1873,35695,43750,48661,3146,59679,51190,35607,58114,7127,4035,24673,55374,49254,2039,46130,29532,38919,13949,16841,2460,38329,55638,5995,47778,26380,3903,39058,53624,37930,46940,53303
10270,51843,54948,33904,26373,32220,54214,25833,54695,27838,43319,42426,18367,1207,6443,20739,8930,43448,42530,49317,25417,34244,1547,18373,23414,44068,49229,3554,50741,43523,26111,28086,45081,2813,30588,27401,3368,25003,42606,21769,39034,58658,24185,16172,59787,58227,23222,35706,6071,35180,45875,201,27593,20600,26685,5956,27554,16607,9065,54691,58596,41692,29530,23605,23011,53174,30310,42053,44799
12318,23948,30844,24025,18066,47801,41142,35367,35637,9321,40810,14689,53102,31942,5805,49752,57778,36619,36630,29860,42156,42291,27885,45803,32483,52716,55360,50818,18769,6787,251,19911,55211,9876,1066,19062,21148,13604,2348,56176,21028,20300,50573,7390,18104,24075,55966,28590,16145,35057,339,25954,20454,58187,23012,57113,35839,26771,39977,1958,12482,46737,16868,28162,26264,38275,39519,41410,58502
22568,31609,37158,34211,44715,47757,9313,25421,3795,33437,29160,10047,30919,8848,54890,48302,36952,46722,19417,49630,35174,14807,16664,18873,51762,26540,35347,49851,30111,28045,28135,21663,6045,45207,57084,290,34698,58635,31000,3373,2877,23610,55772,33496,56842,47328,36247,43432,36544,33388,15548,33196,39555,15232,39015,1591,39324,37776,38237,52006,44160,6309,23334,6983,17557,42765,12532,45490,6521
27570,51496,18385,55818,22201,29193,2134,41090,56934,47617,157,36972,47342,58151,11611,17531,3745,26873,38835,56091,4596,12166,15513,45351,35678,1709,50291,42333,492,36956,3609,6870,51539,37468,32764,24639,15140,38511,57465,15090,25868,46413,26291,23908,39858,30317,192,59399,6146,22479,29046,1341,48293,11228,45036,21538,54984,993,36918,51526,12751,9612,926,41340,43392,6271,11122,22546,30751
45196,52958,28668,15256,46802,33400,39146,49697,54295,49563,46554,365,57730,32627,5811,38150,56973,8196,19070,29121,12079,35843,54279,44453,58610,27246,45754,51232,22665,37372,50178,25852,33105,37486,39273,39363,16880,18719,55914,23614,34829,58291,11324,15796,21169,46974,22480,27424,14771,22178,35246,59513,39512,47233,57162,14611,39525,49344,36580,28885,11086,40439,52486,13380,18665,21010,2553,37084,51774
42643,41643,55262,17197,44360,39890,17767,43227,55491,4703,41242,24623,22827,46222,2140,21293,26999,7273,9770,44852,53312,20020,4410,6496,42635,15300,18791,39464,29074,36332,59536,56060,57768,18588,32324,48783,57116,29042,14641,7948,5543,24637,56988,20070,5561,19007,2413,22372,28050,34017,8753,58236,47976,21789,43613,8711,27787,32777,23066,26510,12394,9518,37924,34353,22931,36102,50070,12418,15278
38915,52934,32019,37933,27116,3961,45452,58762,51078,6661,7214,16728,10543,36204,12036,59772,51616,17139,37344,16404,1576,12776,49877,41313,25906,38500,19602,23546,15191,58963,13320,8433,52560,4019,6969,40970,24775,46867,4332,18550,20005,37129,37429,8478,54874,26424,45025,1218,28058,5713,30729,56066,29999,58094,55790,1503,47645,35225,7057,18572,32967,15279,41945,10112,16075,48262,21445,21282,59059
43248,4994,12082,8582,54652,6846,21514,16809,30618,15399,23799,14001,20203,24795,19032,47145,50734,39118,47775,56455,37299,56356,5263,8759,5374,56592,24239,213,6664,40496,6103,46565,33189,37485,1447,27221,25205,36940,32939,18744,5086,56024,23258,22774,58593,1356,10492,36664,39161,29657,7045,38985,28945,21340,13124,5424,40860,7108,28443,56109,3603,32072,6102,50924,21899,40528,39420,25589,3839
53033,44438,8920,30329,36797,23938,27281,10903,36586,5265,36347,11371,4046,17883,25389,38952,11354,58530,39524,32928,5634,33345,53017,11967,6487,34417,3240,42028,21178,13141,16564,12890,14980,3973,16038,9749,55698,30669,369,59545,52360,30044,42673,37660,43051,25516,20740,32899,51081,49900,1984,29909,22434,45175,16547,17312,44232,19297,57126,40128,36129,35251,25771,4743,44094,10836,14115,48270,43689
41990,40958,17328,55706,35639,59703,39693,58391,23063,47045,53307,35622,872,15416,31037,33958,52654,59883,35804,33229,12672,59773,5949,36785,29841,40304,16262,53269,11964,13382,40381,456,28963,55568,18288,36562,10543,10203,3970,42018,20827,37135,11601,50119,10115,57654,41264,50414,56982,42482,29699,4411,3647,30717,38359,56512,39179,13079,31483,45608,14416,55013,37731,26170,4618,41745,34397,46911,27003
10994,27613,14645,15012,21087,47769,41248,10034,34958,36510,40278,37033,21016,12486,35599,26610,945,38764,9942,40559,56231,59296,29134,53828,47052,3790,21213,32619,27478,38517,39499,35824,484,55132,38637,39999,54969,57376,14422,50370,12818,19926,43776,44055,53614,28640,17795,6916,35193,44987,43732,49843,40770,28145,8108,23602,53987,57710,10427,16342,27559,41349,22141,17186,19653,21446,16197,27261,42450
29534,10605,46435,28692,1469,19908,50413,853,22934,38038,13304,3016,1633,9552,43883,40939,41765,3440,33447,30698,52823,1041,35921,56869,50530,37066,58109,19840,54968,29125,35832,42664,44257,22668,50007,3323,41073,6975,23394,36230,25168,43669,1537,46502,47764,26371,49256,50326,138,10668,44361,53278,46433,54857,29664,4461,8080,4776,59339,41637,28580,57981,59321,1828,49153,11158,24518,10347,7270
2340,18082,29138,2564,13672,54814,18727,44244,45841,30520,24499,57915,6305,26921,16229,13423,42993,36448,34314,1834,28419,32652,16938,19876,22455,8079,48679,46245,13215,7489,11213,38072,34349,25907,56708,28278,3641,29579,19386,52298,54407,22199,31183,93,57501,51059,14510,45637,8230,42338,29545,15184,22675,36982,22044,42247,26607,18392,29406,47227,7186,82,44608,10768,1601,25326,54009,29763,13680
44280,32006,28446,19060,6073,23150,3376,19347,46658,20201,40496,53556,31701,23280,13156,11889,49769,15997,38848,55185,11914,13219,38105,41524,42954,50347,56563,25122,376,13906,48221,47278,4271,48776,30358,3737,53305,28365,39028,18398,34642,31906,23445,26927,19660,41041,25261,56433,11337,2765,39926,33833,39845,34855,49080,7321,86,2052,200,49890,21997,19252,50739,4151,52654,6522,45936,58780,57855
10693,33705,44676,39624,57169,45458,3604,43167,18147,21046,39868,21205,55675,3310,58518,55616,38872,50149,16492,21336,55021,33621,16758,10914,50310,17025,52069,56385,7978,57698,17006,3037,40046,57992,56398,59263,2836,39009,13292,15893,4265,30744,45206,45979,11187,14191,46411,45529,6642,27836,10597,11904,34672,1066,35548,18155,33757,29680,16880,56823,6480,37826,46282,37865,17155,10643,11820,44513,32945
45890,35588,697,38024,47989,53606,11120,33094,42011,21084,46880,40923,44092,17713,19433,13511,3727,33832,35980,16185,2733,5186,41902,21416,5663,5852,24155,39807,12069,39562,28359,30700,45192,11125,25829,37607,57435,6634,50970,1689,28187,14125,56929,22633,18035,12908,27302,29789,40502,46528,27282,53246,7297,42092,23008,22879,51160,5784,25511,30624,40784,17255,23526,3545,18619,42459,11982,36829,25410
17876,24055,25780,71,57038,6542,31889,25997,55204,27153,34747,28303,20258,4472,36438,44224,27198,35705,38611,20172,26237,52151,44677,22844,12595,10080,36557,7435,40857,699,33850,53647,14296,22784,9669,31081,28965,33611,8358,20688,7657,19638,8018,41504,52668,42741,38237,7158,58911,41661,15697,16492,13599,31785,29905,34616,35385,40454,58687,22949,43388,15568,27958,25477,15022,34953,29643,14806,24582
14151,21586,27840,25293,10696,4623,50453,19713,9950,31734,55149,58138,24037,58498,25651,7438,59127,46106,51393,41891,54354,20483,23360,42405,50499,16079,31435,33229,56960,10572,33276,20329,55546,36247,35400,48849,42489,35564,7825,31158,28227,31836,641,38260,46974,42149,37057,20179,50923,53794,55005,13864,34819,37606,43072,13106,33310,44375,33246,2147,35627,48774,17906,29900,18124,5143,38211,43390,42942
6842,25001,5199,47834,19861,58762,35548,16129,28802,55440,45005,47686,24070,22774,58439,26728,29888,36836,34102,5647,318,59002,24931,59762,26451,48150,14527,22116,25995,59587,59176,7797,20096,3868,9676,12929,16517,37006,47247,5754,51958,30672,9387,2085,48872,15089,7438,57896,44459,2012,43333,38510,25332,13156,59380,9351,24222,58270,22055,26830,34288,49949,38376,6526,43933,52813,14753,14048,57446
3881,2285,59418,7832,21094,21929,10581,22878,12426,51269,1541,22245,20886,40304,54695,42158,48774,39716,38828,37450,40435,19809,43649,28740,59454,11522,16044,17880,20511,18604,21170,22430,18225,27341,38427,27106,5733,6641,14398,38623,3788,18718,53907,41591,3456,26222,50590,35267,30518,10967,29044,59344,20291,46947,48386,4257,3096,871,39796,23948,24077,4773,27322,13215,55594,33612,1050,26411,56134
33856,10325,43170,3469,23534,12462,31113,35227,25614,7407,49181,16065,31755,18842,35789,44855,19205,56703,15785,32694,53616,28740,36223,36137,37816,17757,12211,2084,54683,33235,44991,56446,6693,1347,17617,3017,55936,39690,9660,20769,43363,39622,30513,7749,35021,3036,6168,37248,58868,18983,57094,39206,50434,1392,10090,28908,56839,28402,8983,40994,31315,4711,20029,59025,37116,29389,56369,2223,49907
52084,2163,10476,528,43479,51561,53377,48125,32092,48526,57052,22447,4149,4797,366,21403,11357,8259,51481,8544,44577,36005,32779,14225,48204,47183,14929,4696,37321,47810,6054,37930,54250,5817,20170,26265,55240,6557,55894,4917,55315,56891,29062,39907,54171,58050,20387,1615,25745,38796,56593,7595,53531,51269,27540,17800,29358,11276,8797,37450,51609,43130,59323,3903,50439,41442,34305,26183,13534
25349,4898,3297,4994,37456,18806,16495,8617,57107,39650,39505,55088,41163,34165,36229,49177,7313,8129,20361,34,6364,10276,3591,31411,15314,59695,1350,20496,48129,14669,19471,52606,13823,11793,24340,26190,18552,3984,42221,2291,9252,37967,31692,28651,52860,3938,52252,26340,4746,46481,39069,39063,41871,58829,25812,15572,50120,21341,768,36851,1471,17016,57911,25857,618,40535,19142,16316,50740
46063,11436,1049,25789,30354,39451,42903,53850,25353,31922,52208,34330,8299,39484,26657,20514,15968,48722,52823,7350,54835,28414,45226,47648,54467,32104,12711,160,3283,11463,13613,15827,54276,38936,46204,59077,47194,44670,27677,47542,24410,8164,22787,2237,28250,24026,24816,16699,52909,25779,28023,4674,15608,56574,6217,29988,41158,41635,5722,37005,28594,44396,44836,44026,56040,56458,39719,11283,12929
707,33040,18670,7020,19068,27837,43783,54625,57870,49242,37103,17245,10908,39636,48929,55756,36678,12055,26956,4953,33761,20883,47806,14946,43355,36642,12112,16978,50604,23726,21438,6863,54899,10588,53066,11768,55837,53919,40237,22589,40590,52010,42026,40565,6622,57212,16336,33100,14712,5825,35410,39745,25688,21626,52263,45733,40915,40142,59987,23637,37554,31273,43130,5756,47463,32791,54420,34020,48810
56523,46560,28259,18796,41650,32828,41950,157,21412,13148,22292,59292,25493,15455,14983,49857,59642,34056,43984,16149,20244,33131,10300,46527,46002,34478,31283,21487,20964,33497,22256,44613,46359,1262,16968,41446,51175,15801,55146,53683,20608,49701,7409,37460,3709,57294,7577,23530,18760,33661,453,22164,58225,29351,21654,52646,13750,16244,1682,24431,19905,17409,44080,52870,14521,30177,25954,3278,12341
55265,22388,14499,48348,3501,29008,30203,25820,36312,12686,40007,31105,35488,28442,2843,56585,35847,23007,51201,44334,4709,49324,22029,52314,55776,29291,45274,24106,6032,5516,1987,41591,58957,38461,2677,59294,21187,40745,33700,2582,32938,14913,7425,46596,27545,30360,27055,24696,52829,22806,17116,4754,20078,32113,47477,49617,29741,39905,51255,40122,39982,57157,22566,56568,19592,32268,25130,52994,17523
28579,29978,50602,50911,13718,54499,5885,34269,43183,528,16974,2356,58094,39596,54022,54355,23703,50213,47958,16226,12734,14590,57657,53102,38590,26510,7748,41756,10560,36311,52540,45705,25392,14454,40962,58033,18203,10088,20124,30480,28650,37972,12361,19639,52360,57930,36879,22750,13712,52159,54950,40527,2007,52641,6657,55293,17405,31248,3815,27462,59976,19158,14139,15810,34749,30918,35849,4112,12741
52249,12974,18538,27687,46754,56008,20508,27747,30838,38703,26187,40878,22268,27976,19247,1264,23717,9244,4976,47430,57996,2401,46979,56481,6867,749,12867,56976,46745,38320,41143,15993,51625,24932,35408,10573,25385,32032,2204,50580,27079,37974,47080,31481,45952,43303,30412,6878,42068,4773,45653,44742,49389,8892,58064,55611,4355,3925,641,13278,29407,24023,29834,50961,12858,35144,30517,57905,11860
21033,40764,50394,3940,26774,53826,12961,8984,58853,39789,36029,17161,44151,56699,2512,3941,41000,16012,19416,35880,19401,45015,41610,35184,6112,57202,41025,8426,52771,20822,20750,8049,28507,29288,13251,15660,20987,17032,46659,28145,11131,42430,37050,18850,16963,56055,43759,21098,56837,41281,57085,31350,31699,31734,13567,15939,17487,13405,27328,45952,45650,57619,29667,25027,14717,45532,2108,53470,29812
32779,17660,947,32819,20049,19619,52668,56225,30117,187,48463,43317,42403,55705,4203,47170,27648,2599,47736,21578,16950,41541,38778,13598,58196,20973,14107,7082,28250,25638,3108,18050,8483,1048,10751,11121,48890,22429,43691,23709,31300,49216,11490,34881,56600,10378,2812,16598,6574,33823,41236,34005,21092,36559,14884,8855,34946,38346,48148,1419,29583,47996,9897,10126,5591,49339,12856,48403,44329
